.	.	.	.	.	.	.	.	1	0	1	1	.	2	0	0	37.7822	0	107116
.	.	.	.	.	.	.	.	.	.	.	.	.	2	0	1	252.1457	0	107117
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	273.8922	0	107119
0	0	0	0	0	0	0	0	.	.	.	.	.	1	1	1	239.0161	0	107120
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	0	.	107121
.	.	.	.	.	.	.	.	.	.	.	.	.	1	1	1	231.1742	0	107122
1	1	1	1	1	0	0	.	.	.	.	.	.	1	0	1	0	.	107123
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	253.8778	0	107124
1	0	1	1	1	1	1	1	.	.	.	.	0	1	0	1	307.8686	1	107125
0	0	0	1	1	1	1	1	.	.	.	.	.	1	1	1	249.5085	0	107126
.	.	.	.	.	.	.	.	.	.	.	.	0	1	0	1	253.2513	1	107127
0	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	236.6327	.	107128
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	310.1999	1	107129
0	0	0	1	1	1	1	1	.	.	.	.	.	1	0	1	274.8286	0	107130
0	0	0	0	0	0	0	0	.	.	.	.	.	1	1	1	0	.	107131
0	0	0	0	0	.	.	0	.	.	.	.	.	1	1	1	238.7743	0	107132
0	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	236.8972	0	107201
1	0	0	1	1	1	1	1	.	.	.	.	.	1	1	1	0	.	107202
1	1	1	1	1	1	0	1	.	.	.	.	0	2	1	1	311.9048	1	107203
1	0	1	0	0	0	1	1	.	.	.	.	.	1	1	1	330.1508	0	107204
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	277.1861	0	107206
0	0	0	1	0	0	0	0	.	.	.	.	.	2	0	1	236.0768	0	107207
1	1	1	1	1	1	1	1	.	.	.	.	0	1	0	1	0	.	107208
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	220.551	1	107209
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	0	.	107210
0	0	0	1	1	1	1	1	.	.	.	.	0	2	1	1	283.9852	0	107211
0	0	1	0	0	0	0	0	.	.	.	.	0	1	1	1	277.5836	0	107212
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	277.6499	0	107213
0	0	0	.	.	.	.	.	.	.	.	.	.	1	0	1	261.7483	0	107215
